,SCVL SPRING 2023 SEASON SCHEDULE,,,,,,,,,,,,,,,,,,,,
,Court 1,,,Court 2,,,Court 3,,,Court 4,,,Court 5,,,,,,,,
6:30 PM,,INT4 v INT5,ref: INT3,,COM11 v COM16,ref: COM13,,REC2 v REC3,ref: REC5,,POW1 v POW8,ref: POW6,,POW9 v POW11,ref: POW10,,,,,,
7:30 PM,,INT3 v INT8,ref: INT13,,INT11 v INT14,ref: INT10,,INT2 v INT7,ref: INT12,,POW3 v POW6,ref: POW8,,POW9* v POW10,ref: POW4,,,,,,POW9
8:30 PM,,INT1 v INT9,ref: INT11,,INT6 v INT13,ref: INT14,,INT10 v INT12,ref: INT7,,POW2 v POW7,ref: POW3,,POW4 v POW5,ref: POW9,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,🦄 NO LEAGUE PLAY APR 9:  EASTER WEEKEND 🦄,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,16-Apr,,,,,,,,,,,,,,,,,,,
,🦄 PLAYOFFS WEEK 1:  INTERMEDIATE & POWER DIVISIONS 🦄,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,23-Apr,,,,,,,,,,,,,,,,,,,
,🦄 PLAYOFFS WEEK 2: RECREATIONAL & COMPETITIVE DIVISIONS 🦄,,,,,,,,,,,,,,,,,,,,
